productid,category,groupid,name,alternate,price,color1,color2,color3,color4,color5,image1,image2,image3,image4,image5,country,city,state,timing,also_appears_in_category
com.flashforceapp.whitesoxdefault,American Pro ⚾ ,1,Chicago (South),Home,0.99,000000,C0C0C0,,,,,,,,,USA,Chicago,Illinois,6_4,
com.flashforceapp.whitesoxaway,American Pro ⚾ ,1,Chicago (South),Away,0.99,CCCCCC,FFFFFF,000000,,,,,,,,USA,Chicago,Illinois,6_4_2,
com.flashforceapp.whitesoxbluered,American Pro ⚾ ,1,Chicago (South),Blue Red Alternate,0.99,003366,CC3333,FFFFFF,,,,,,,,USA,Chicago,Illinois,6_4_2,
com.flashforceapp.whitesoxblackwhite,American Pro ⚾ ,1,Chicago (South),Black Alternate,0.99,000000,FFFFFF,C0C0C0,,,,,,,,,,,6_4_2,
com.flashforceapp.oriolesdefault,American Pro ⚾ ,2,Baltimore,Home,0.99,FFFFFF,ed4c09,000000,,,,,,,,USA,Baltimore,Maryland,6_4_2,
com.flashforceapp.oriolesaway,American Pro ⚾ ,2,Baltimore,Away Gray,0.99,A4AAAC,ed4c09,000000,,,,,,,,USA,Baltimore,Maryland,6_4_2,
com.flashforceapp.oriolesorange,American Pro ⚾ ,2,Baltimore,Orange Alternate,0.99,ed4c09,000000,FFFFFF,,,,,,,,USA,Baltimore,Maryland,6_4_2,
com.flashforceapp.oriolesblack,American Pro ⚾ ,2,Baltimore,Black Alternate,0.99,FFFFFF,ed4c09,,,,,,,,,USA,Baltimore,Maryland,6_4,
com.flashforceapp.dodgersdefault,American Pro ⚾ ,3,Los Angeles,Home,0.99,FFFFFF,1E90FF,,,,,,,,,USA,Los Angeles,California,6_4,
com.flashforceapp.dodgersaway,American Pro ⚾ ,3,Los Angeles,Away,0.99,003366,1E90FF,,,,,,,,,,,,6_4,
com.flashforceapp.yankeesdefault,American Pro ⚾ ,4,New York (Bronx),Home,0.99,FFFFFF,1C2841,,,,,,,,,USA,New York,New York,6_4,
com.flashforceapp.yankeesaway,American Pro ⚾ ,4,New York (Bronx),Away,0.99,808080,1C2841,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.diamondbacksdefault,American Pro ⚾ ,5,Arizona,Home,0.99,FFFFFF,A71930,DBCEAC,,,,,,,,USA,,Arizona,6_4_2,
com.flashforceapp.diamondbacksaway,American Pro ⚾ ,5,Arizona,Away,0.99,808080,A71930,DBCEAC,,,,,,,,,,,6_4_2,
com.flashforceapp.diamondbacksalt1,American Pro ⚾ ,5,Arizona,Red Alternate,0.99,A71930,DBCEAC,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.diamondbacksal2,American Pro ⚾ ,5,Arizona,Black Alternate,0.99,000000,A71930,DBCEAC,,,,,,,,,,,6_4_2_2,
com.flashforceapp.rangersdefault,American Pro ⚾ ,6,Texas,Home,0.99,FFFFFF,003279,BD1021,,,,,,,,USA,,Texas,6_4_2,
com.flashforceapp.rangersaway,American Pro ⚾ ,6,Texas,Away,0.99,808080,003279,BD1021,,,,,,,,,,,6_4_2,
com.flashforceapp.rangersalt1,American Pro ⚾ ,6,Texas,Red Alternate,0.99,BD1021,FFFFFF,003279,,,,,,,,,,,6_4_2,
com.flashforceapp.rangersal2,American Pro ⚾ ,6,Texas,Blue Alternate,0.99,003279,FFFFFF,BD1021,,,,,,,,,,,6_4_2,
com.flashforceapp.padresdefault,American Pro ⚾ ,7,San Diego,Home,0.99,FFFFFF,002147,B4A76C,,,,,,,,USA,San Diego,California,6_4_2,
com.flashforceapp.padresaway,American Pro ⚾ ,7,San Diego,Away,0.99,808080,002147,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.padresalt1,American Pro ⚾ ,7,San Diego,Blue Alternate,0.99,002147,FFFFFF,,,,,,,,,,,,6_4,
com.flashforceapp.padresal2,American Pro ⚾ ,7,San Diego,Sand Alternate,0.99,B4A76C,FFFFFF,,,,,,,,,,,,6_4,
com.flashforceapp.raysdefault,American Pro ⚾ ,8,Tampa Bay,Home,0.99,FFFFFF,00285D,9ECEEE,ffd700,,,,,,,USA,Tampa,Florida,6_4_2_2,
com.flashforceapp.raysaway,American Pro ⚾ ,8,Tampa Bay,Away,0.99,808080,00285D,FFFFFF,9ECEEE,ffd700,,,,,,,,,6_4_2_2_2,
com.flashforceapp.raysalt1,American Pro ⚾ ,8,Tampa Bay,Throwback,0.99,00285D,9ECEEE,ffd700,,,,,,,,,,,6_4_2,
com.flashforceapp.raysalt2,American Pro ⚾ ,8,Tampa Bay,Blue Alternate,0.99,00285D,000000,FFFFFF,9ECEEE,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.raysalt3,American Pro ⚾ ,8,Tampa Bay,Lt Blue Alternate,0.99,9ECEEE,000000,00285D,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.bluejaysdefault,American Pro ⚾ ,9,Toronto,Home,0.99,FFFFFF,003DA5,041E42,DA291C,,,,,,,Canada,Toronta,Ontario,6_4_2_2,
com.flashforceapp.bluejaysaway,American Pro ⚾ ,9,Toronto,Away,0.99,808080,003DA5,041E42,DA291C,,,,,,,,,,6_4_2_2,
com.flashforceapp.bluejaysalt1,American Pro ⚾ ,9,Toronto,Blue Alternate,0.99,003DA5,FFFFFF,041E42,DA291C,,,,,,,,,,6_4_2_2,
com.flashforceapp.angelsdefault,American Pro ⚾ ,10,Anaheim,Home,0.99,FFFFFF,B71234,002244,,,,,,,,USA,Los Angeles,California,6_4_2,
com.flashforceapp.angelsaway,American Pro ⚾ ,10,Anaheim,Away,0.99,808080,B71234,002244,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.angelsalt1,American Pro ⚾ ,10,Anaheim,Red Alternate,0.99,B71234,FFFFFF,002244,,,,,,,,,,,6_4_2,
com.flashforceapp.cubsdefault,American Pro ⚾ ,11,Chicago (North),Home,0.99,003279,FFFFFF,CC0033,,,,,,,,USA,Chicago,Illinois,6_4_2,
com.flashforceapp.cubsaway,American Pro ⚾ ,11,Chicago (North),Away,0.99,808080,003279,CC0033,,,,,,,,,,,6_4_2,
com.flashforceapp.cubsalt1,American Pro ⚾ ,11,Chicago (North),Blue Alternate,0.99,003279,808080,CC0033,,,,,,,,,,,6_4_2,
com.flashforceapp.rockiesdefault,American Pro ⚾ ,12,Colorado,Home,0.99,FFFFFF,000000,333366,C0C0C0,,,,,,,USA,,Colorado,6_4_2_2,
com.flashforceapp.rockiesaway,American Pro ⚾ ,12,Colorado,Away,0.99,808080,333366,000000,FFFFFF,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.rockiesalt1,American Pro ⚾ ,12,Colorado,Blue Alternate,0.99,333366,FFFFFF,000000,C0C0C0,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.rockiesalt2,American Pro ⚾ ,12,Colorado,Black Alternate,0.99,000000,FFFFFF,333366,C0C0C0,,,,,,,,,,6_4_2_2,
com.flashforceapp.astrosdefault,American Pro ⚾ ,13,Houston,Home,0.99,FFFFFF,072854,FF7F00,,,,,,,,USA,Houston,Texas,6_4_2,
com.flashforceapp.astrosaway,American Pro ⚾ ,13,Houston,Away,0.99,808080,072854,FF7F00,,,,,,,,,,,6_4_2,
com.flashforceapp.astrosalt1,American Pro ⚾ ,13,Houston,Orange Alternate,0.99,072854,FF7F00,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.redsoxdefault,American Pro ⚾ ,14,Boston,Home,0.99,FFFFFF,C60C30,002244,,,,,,,,USA,Boston,Massachusetts,6_4_2,
com.flashforceapp.redsoxaway,American Pro ⚾ ,14,Boston,Away,0.99,808080,C60C30,002244,,,,,,,,,,,6_4_2,
com.flashforceapp.redsoxalt1,American Pro ⚾ ,14,Boston,Red Alternate,0.99,C60C30,002244,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.redsoxalt2,American Pro ⚾ ,14,Boston,Blue Alternate,0.99,002244,C60C30,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.brewersdefault,American Pro ⚾ ,15,Milwaukee,Home,0.99,FFFFFF,182B49,92754C,,,,,,,,USA,Milwaukee,Wisconsin,6_4_2,
com.flashforceapp.brewersaway,American Pro ⚾ ,15,Milwaukee,Away,0.99,808080,182B49,92754C,,,,,,,,,,,6_4_2,
com.flashforceapp.brewersalt1,American Pro ⚾ ,15,Milwaukee,Gold Alternate,0.99,92754C,182B49,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.brewersal2,American Pro ⚾ ,15,Milwaukee,Blue Alternate,0.99,182B49,FFFFFF,92754C,,,,,,,,,,,6_4_2,
com.flashforceapp.brewersalt4,American Pro ⚾ ,15,Milwaukee,Striped,0.99,74b0e6,FFFFFF,92754C,,,,,,,,,,,6_4_2,
com.flashforceapp.indiansdefault,American Pro ⚾ ,16,Cleveland,Home,0.99,FFFFFF,d30335,003366,,,,,,,,USA,Cleveland,Ohio,6_4_2_2,
com.flashforceapp.indiansaway,American Pro ⚾ ,16,Cleveland,Away,0.99,808080,003366,d30335,,,,,,,,,,,6_4_2,
com.flashforceapp.indiansalt1,American Pro ⚾ ,16,Cleveland,Red Alternate,0.99,f3f0dd,d30335,003366,,,,,,,,,,,6_4_2,
com.flashforceapp.indiansalt2,American Pro ⚾ ,16,Cleveland,Blue Alternate,0.99,003366,d30335,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.royalsdefault,American Pro ⚾ ,17,Kansas City,Home,0.99,FFFFFF,15317E,,,,,,,,,USA,Kansas City,Missouri,6_4,
com.flashforceapp.royalsaway,American Pro ⚾ ,17,Kansas City,Away,0.99,808080,15317E,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.royalsalt1,American Pro ⚾ ,17,Kansas City,Lt Blue Alternate,0.99,74B4FA,FFFFFF,15317E,,,,,,,,,,,6_4_2,
com.flashforceapp.royalsalt2,American Pro ⚾ ,17,Kansas City,Blue Alternate,0.99,15317E,808080,74B4FA,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.stcardinalsdefault,American Pro ⚾ ,18,St Louis,Home,0.99,FFFFFF,c41e3a,0A2252,FEDB00,,,,,,,USA,St Louis,Missouri,6_4_2_2,
com.flashforceapp.stcardinalsaway,American Pro ⚾ ,18,St Louis,Away,0.99,808080,c41e3a,0A2252,FEDB00,,,,,,,,,,6_4_2_2,
com.flashforceapp.stcardinalsalt1,American Pro ⚾ ,18,St Louis,Off White,0.99,f3f0dd,c41e3a,0A2252,FEDB00,,,,,,,,,,6_4_2_2,
com.flashforceapp.marinersdefault,American Pro ⚾ ,19,Seattle,Home,0.99,FFFFFF,0C2C56,005C5C,C0C0C0,,,,,,,USA,Seattle,Washington,6_4_2_2,
com.flashforceapp.marinersaway,American Pro ⚾ ,19,Seattle,Away,0.99,808080,0C2C56,005C5C,C0C0C0,,,,,,,,,,6_4_2_2,
com.flashforceapp.marinersalt1,American Pro ⚾ ,19,Seattle,Sunday Home,0.99,eee8c5,002c76,ffcd20,,,,,,,,,,,6_4_2,
com.flashforceapp.marinersgreen,American Pro ⚾ ,19,Seattle,Green Alternate,0.99,005C5C,0C2C56,C0C0C0,,,,,,,,,,,6_4_2_2,
com.flashforceapp.marinersblue,American Pro ⚾ ,19,Seattle,Blue Alternate,0.99,0C2C56,005C5C,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.philliesdefault,American Pro ⚾ ,20,Philadelphia,Home,0.99,BA0C2F,FFFFFF,003087,,,,,,,,USA,Philadephia,Pennsylvania,6_4_2,
com.flashforceapp.philliesaway,American Pro ⚾ ,20,Philadelphia,Away,0.99,808080,BA0C2F,FFFFFF,003087,,,,,,,,,,6_4_2_2,
com.flashforceapp.philliesalt1,American Pro ⚾ ,20,Philadelphia,Cream,0.99,fffaec,d31145,00529b,,,,,,,,,,,6_4_2,
com.flashforceapp.metsdefault,American Pro ⚾ ,21,New York (Queens),Home,0.99,002C77,FB4F14,FFFFFF,,,,,,,,USA,New York,New York,6_4_2_2,
com.flashforceapp.metsaway,American Pro ⚾ ,21,New York (Queens),Away,0.99,808080,002C77,FB4F14,,,,,,,,,,,6_4_2,
com.flashforceapp.metsalt1,American Pro ⚾ ,21,New York (Queens),Blue Alternate,0.99,002C77,FB4F14,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.metsalt2,American Pro ⚾ ,21,New York (Queens),Blue Gray,0.99,002C77,808080,FB4F14,,,,,,,,,,,6_4_2,
com.flashforceapp.metsalt3,American Pro ⚾ ,21,New York (Queens),Brown Alternate,0.99,B4A76C,002C77,FB4F14,,,,,,,,,,,6_4_2_2,
com.flashforceapp.bravesdefault,American Pro ⚾ ,22,Atlanta,Home,0.99,FFFFFF,B71234,002F5F,,,,,,,,USA,Atlanta,Georgia,6_4_2_2,
com.flashforceapp.bravesaway,American Pro ⚾ ,22,Atlanta,Away,0.99,808080,B71234,002F5F,,,,,,,,,,,6_4_2_2,
com.flashforceapp.bravesalt1,American Pro ⚾ ,22,Atlanta,Cream,0.99,fffaec,B71234,002F5F,,,,,,,,,,,6_4_2,
com.flashforceapp.bravesalt2,American Pro ⚾ ,22,Atlanta,Red Alternate,0.99,B71234,002F5F,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.bravesalt3,American Pro ⚾ ,22,Atlanta,Blue Alternate,0.99,002F5F,808080,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.athleticsdefault,American Pro ⚾ ,23,Oakland,Home,0.99,FFFFFF,003831,FFD800,,,,,,,,USA,Oakland,California,6_4_2,
com.flashforceapp.athleticsaway,American Pro ⚾ ,23,Oakland,Away,0.99,808080,003831,FFD800,,,,,,,,,,,6_4_2,
com.flashforceapp.athleticsalt1,American Pro ⚾ ,23,Oakland,Yellow Alternate,0.99,FFD800,003831,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.athleticsalt2,American Pro ⚾ ,23,Oakland,Green Alternate,0.99,003831,FFFFFF,FFD800,,,,,,,,,,,6_4_2,
com.flashforceapp.sfgiantsdefault,American Pro ⚾ ,24,San Francisco,Home,0.99,FFFDD0,000000,F2552C,,,,,,,,USA,San Francisco,California,6_4_2,
com.flashforceapp.sfgiantsaway,American Pro ⚾ ,24,San Francisco,Away,0.99,808080,000000,F2552C,,,,,,,,,,,6_4_2,
com.flashforceapp.sfgiantsalt1,American Pro ⚾ ,24,San Francisco,Orange Alternate,0.99,F2552C,000000,FFFDD0,,,,,,,,,,,6_4_2_2,
com.flashforceapp.sfgiantsalt2,American Pro ⚾ ,24,San Francisco,Black Alternate,0.99,000000,F2552C,,,,,,,,,,,,6_4_2,
com.flashforceapp.sfgiantsalt3,American Pro ⚾ ,24,San Francisco,Gray Alternate,0.99,808080,F2552C,000000,,,,,,,,,,,6_4_2_2,
com.flashforceapp.nationalsdefault,American Pro ⚾ ,25,Washington,Home,0.99,FFFFFF,BA122B,11225B,,,,,,,,USA,Washington,DC,6_4_2,
com.flashforceapp.nationalsaway,American Pro ⚾ ,25,Washington,Away,0.99,808080,BA122B,11225B,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.nationalsalt1,American Pro ⚾ ,25,Washington,Red Alternate,0.99,BA122B,FFFFFF,11225B,,,,,,,,,,,6_4_2,
com.flashforceapp.nationalsalt2,American Pro ⚾ ,25,Washington,Blue Alternate,0.99,11225B,BA122B,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.marlinsdefault,American Pro ⚾ ,26,Miami,Home,0.99,FFFFFF,F9423A,8A8D8F,0077C8,FFD100,,,,,,USA,Miami,Florida,6_4_2_2_2,
com.flashforceapp.marlinsaway,American Pro ⚾ ,26,Miami,Away,0.99,808080,F9423A,8A8D8F,0077C8,FFD100,,,,,,,,,6_4_2_2_2,
com.flashforceapp.marlinsalt1,American Pro ⚾ ,26,Miami,Black Alternate,0.99,000000,F9423A,8A8D8F,0077C8,FFD100,,,,,,,,,6_4_2_2_2,
com.flashforceapp.marlinsalt2,American Pro ⚾ ,26,Miami,Red Alternate,0.99,F9423A,FFFFFF,8A8D8F,0077C8,FFD100,,,,,,,,,6_4_2_2_2,
com.flashforceapp.tigersdefault,American Pro ⚾ ,27,Detroit,Home,0.99,FFFFFF,001742,DE4406,,,,,,,,USA,Detroit,Michigan,6_4_2,
com.flashforceapp.tigersaway,American Pro ⚾ ,27,Detroit,Away,0.99,808080,001742,DE4406,,,,,,,,,,,6_4_2,
com.flashforceapp.piratesdefault,American Pro ⚾ ,28,Pittsburgh,Home,0.99,FFFFFF,000000,fdb829,,,,,,,,USA,Pittsburgh,Pennsylvania,6_4_2,
com.flashforceapp.piratesaway,American Pro ⚾ ,28,Pittsburgh,Away,0.99,808080,000000,fdb829,,,,,,,,,,,6_4_2,
com.flashforceapp.piratesalt1,American Pro ⚾ ,28,Pittsburgh,White Alternate,0.99,FFFFFF,fdb829,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.piratesalt2,American Pro ⚾ ,28,Pittsburgh,Black Alternate,0.99,000000,fdb829,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.piratesalt3,American Pro ⚾ ,28,Pittsburgh,Brown Alternate,0.99,B4A76C,000000,fdb829,,,,,,,,,,,6_4_2_2,
com.flashforceapp.twinsdefault,American Pro ⚾ ,29,Minnesota,Home,0.99,FFFFFF,072754,C6011F,CFAB7A,,,,,,,USA,,Minnesota,6_4_2_2,
com.flashforceapp.twinsaway,American Pro ⚾ ,29,Minnesota,Away,0.99,808080,072754,C6011F,,,,,,,,,,,6_4_2,
com.flashforceapp.twinsalt1,American Pro ⚾ ,29,Minnesota,Striped Cream,0.99,fffaec,072754,000000,C6011F,,,,,,,,,,6_4_2_2,
com.flashforceapp.twinsalt2,American Pro ⚾ ,29,Minnesota,Blue Alternate,0.99,072754,C6011F,FFFFFF,,,,,,,,,,,6_4_2_2,
com.flashforceapp.redsdefault,American Pro ⚾ ,30,Cincinnati,Home,0.99,FFFFFF,C6011F,000000,,,,,,,,USA,Cincinatti,Ohio,6_4_2,
com.flashforceapp.redsaway,American Pro ⚾ ,30,Cincinnati,Away,0.99,808080,C6011F,FFFFFF,000000,,,,,,,,,,6_4_2_2,
com.flashforceapp.redsalt1,American Pro ⚾ ,30,Cincinnati,Red Alternate,0.99,C6011F,FFFFFF,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.sharksdefault,NA Pro Hockey,31,San Jose,Home,0.99,05535D,000000,FFFFFF,F38F20,,,,,,,USA,San Jose,California,6_4_2_2,
com.flashforceapp.sharksaway,NA Pro Hockey,31,San Jose,Away,0.99,FFFFFF,05535D,000000,F38F20,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.sharksalt1,NA Pro Hockey,31,San Jose,Black Alternate,0.99,000000,05535D,FFFFFF,F38F20,,,,,,,,,,6_4_2_2,
com.flashforceapp.redwingsdefault,NA Pro Hockey,32,Detroit,Home,0.99,EC1F26,FFFFFF,,,,,,,,,USA,Detroit,Michigan,6_4,
com.flashforceapp.redwingsaway,NA Pro Hockey,32,Detroit,Away,0.99,FFFFFF,EC1F26,,,,,,,,,,,,6_4,
com.flashforceapp.predatorsdefault,NA Pro Hockey,33,Nashville,Home,0.99,FDBB2F,002E62,FFFFFF,,,,,,,,USA,Nashville,Tennessee,6_4_2,
com.flashforceapp.predatorsaway,NA Pro Hockey,33,Nashville,Away,0.99,FFFFFF,FDBB2F,002E62,,,,,,,,,,,6_4_2,
com.flashforceapp.hurricanesdefault,NA Pro Hockey,34,Carolina,Home,0.99,E03A3E,000000,FFFFFF,,,,,,,,USA,Charlotte,North Carolina,6_4_2,
com.flashforceapp.hurricanesaway,NA Pro Hockey,34,Carolina,Away,0.99,FFFFFF,E03A3E,000000,,,,,,,,,,,6_4_2,
com.flashforceapp.hurricanesalt1,NA Pro Hockey,34,Carolina,Black Alternate,0.99,000000,E03A3E,8E8E90,,,,,,,,,,,6_4_2,
com.flashforceapp.bruinsdefault,NA Pro Hockey,35,Boston,Home,0.99,000000,FFC422,FFFFFF,,,,,,,,USA,Boston,Massachusetts,6_4_2,
com.flashforceapp.bruinsaway,NA Pro Hockey,35,Boston,Away,0.99,FFFFFF,000000,FFC422,,,,,,,,,,,6_4_2,
com.flashforceapp.bruinsalt1,NA Pro Hockey,35,Boston,Black Alternate,0.99,000000,FFC422,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.bluejacketsdefault,NA Pro Hockey,36,Columbus,Home,0.99,00285C,E03A3E,FFFFFF,A9B0B8,,,,,,,USA,Columbus,Ohio,6_4_2_2,
com.flashforceapp.bluejacketsaway,NA Pro Hockey,36,Columbus,Away,0.99,FFFFFF,E03A3E,00285C,A9B0B8,,,,,,,,,,6_4_2_2,
com.flashforceapp.bluejacketsalt1,NA Pro Hockey,36,Columbus,Blue Alternate,0.99,232a56,3e6296,FFFFFF,999a9f,,,,,,,,,,6_4_2_2,
com.flashforceapp.flpanthersdefault,NA Pro Hockey,37,Florida,Home,0.99,C8213F,002E5F,D59C05,FFFFFF,,,,,,,USA,,Florida,6_4_2_2,
com.flashforceapp.flpanthersaway,NA Pro Hockey,37,Florida,Away,0.99,FFFFFF,C8213F,002E5F,D59C05,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.ducksdefault,NA Pro Hockey,38,Anaheim,Home,0.99,000000,91764B,EF5225,FFFFFF,,,,,,,USA,Anaheim,California,6_4_2_2,
com.flashforceapp.ducksaway,NA Pro Hockey,38,Anaheim,Away,0.99,FFFFFF,000000,91764B,EF5225,,,,,,,,,,6_4_2_2,
com.flashforceapp.sabresdefault,NA Pro Hockey,39,Buffalo,Home,0.99,002E62,FDBB2F,AEB6B9,FFFFFF,,,,,,,USA,Buffalo,New York,6_4_2_2,
com.flashforceapp.sabresaway,NA Pro Hockey,39,Buffalo,Away,0.99,FFFFFF,002E62,FDBB2F,AEB6B9,,,,,,,,,,6_4_2_2,
com.flashforceapp.sabresalt1,NA Pro Hockey,39,Buffalo,Yellow Alternate,0.99,FDBB2F,002E62,AEB6B9,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.canadiensdefault,NA Pro Hockey,40,Montreal,Home,0.99,BF2F38,213770,FFFFFF,,,,,,,,Canada,Montreal,Quebec,6_4_2,
com.flashforceapp.canadiensaway,NA Pro Hockey,40,Montreal,Away,0.99,FFFFFF,BF2F38,213770,,,,,,,,,,,6_4_2,
com.flashforceapp.oilsdefault,NA Pro Hockey,41,Edmonton,Home,0.99,003777,E66A20,FFFFFF,,,,,,,,Canada,Edmonton,Alberta,6_4_2,
com.flashforceapp.oilsaway,NA Pro Hockey,41,Edmonton,Away,0.99,FFFFFF,003777,E66A20,,,,,,,,,,,6_4_2,
com.flashforceapp.penguinsdefault,NA Pro Hockey,42,Pittsburgh,Home,0.99,000000,D1BD80,FFFFFF,,,,,,,,USA,Pittsburgh,Pennsylvania,6_4_2,
com.flashforceapp.penguinsaway,NA Pro Hockey,42,Pittsburgh,Away,0.99,FFFFFF,000000,D1BD80,,,,,,,,,,,6_4_2,
com.flashforceapp.pengiunsalt1,NA Pro Hockey,42,Pittsburgh,Yellow Alternate,0.99,000000,fdab00,FFFFFF,e9d46b,,,,,,,,,,6_4_2_2,
com.flashforceapp.nyrangersdefault,NA Pro Hockey,43,New York (Manhattan),Home,0.99,0161AB,E6393F,FFFFFF,,,,,,,,USA,New York,New York,6_4_2,
com.flashforceapp.nyrangersaway,NA Pro Hockey,43,New York (Manhattan),Away,0.99,FFFFFF,E6393F,0161AB,,,,,,,,,,,6_4_2,
com.flashforceapp.nyrangersalt1,NA Pro Hockey,43,New York (Manhattan),Black Alternate,0.99,000000,E6393F,FFFFFF,,,,,,,,,,,6_4_2,
com.flashforceapp.capitalsdefault,NA Pro Hockey,44,Washington DC,Home,0.99,CF132B,000000,00214E,FFFFFF,,,,,,,USA,Washington,DC,6_4_2_2,
com.flashforceapp.capitalsaway,NA Pro Hockey,44,Washington DC,Away,0.99,FFFFFF,000000,CF132B,00214E,,,,,,,,,,6_4_2_2,
com.flashforceapp.capitalsalt1,NA Pro Hockey,44,Washington DC,White Alternate,0.99,CF132B,FFFFFF,CF132B,,,,,,,,,,,6_4_2,
com.flashforceapp.bluesdefault,NA Pro Hockey,45,St Louis,Home,0.99,0546A0,101F48,FFC325,FFFFFF,,,,,,,USA,St Louis,Missouri,6_4_2_2,
com.flashforceapp.bluesaway,NA Pro Hockey,45,St Louis,Away,0.99,FFFFFF,101F48,0546A0,FFC325,,,,,,,,,,6_4_2_2,
com.flashforceapp.mapleleafsdefault,NA Pro Hockey,46,Toronto,Home,0.99,003777,FFFFFF,,,,,,,,,Canada,Toronto,Ontario,6_4,
com.flashforceapp.mapleleafsaway,NA Pro Hockey,46,Toronto,Away,0.99,FFFFFF,003777,,,,,,,,,,,,6_4,
com.flashforceapp.mapleleafsalt1,NA Pro Hockey,46,Toronto,Blue Alternate,0.99,1a1a5b,FFFFFF,,,,,,,,,,,,6_4,
com.flashforceapp.wilddefault,NA Pro Hockey,47,Minnesota,Home,0.99,BF2B37,025736,EEE3C7,EFB410,,,,,,,USA,,Minnesota,6_4_2_2,
com.flashforceapp.wildaway,NA Pro Hockey,47,Minnesota,Away,0.99,FFFFFF,000000,025736,BF2B37,,,,,,,,,,6_4_2_2,
com.flashforceapp.wildalt1,NA Pro Hockey,47,Minnesota,Black Alternate,0.99,000000,EEE3C7,BF2B37,,,,,,,,,,,6_4_2,
com.flashforceapp.starsdefault,NA Pro Hockey,48,Dallas,Home,0.99,006A4E,000000,C0C0C0,FFFFFF,,,,,,,USA,Dallas,Texas,6_4_2_2,
com.flashforceapp.starsaway,NA Pro Hockey,48,Dallas,Away,0.99,FFFFFF,006A4E,000000,C0C0C0,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.wjetsdefault,NA Pro Hockey,49,Winnipeg,Home,0.99,002E62,0168AB,FFFFFF,A8A9AD,,,,,,,Canada,Winnipeg,Manitoba,6_4_2_2,
com.flashforceapp.wjetsaway,NA Pro Hockey,49,Winnipeg,Away,0.99,FFFFFF,002E62,0168AB,A8A9AD,,,,,,,,,,6_4_2_2,
com.flashforceapp.devilsdefault,NA Pro Hockey,50,New Jersey,Home,0.99,E03A3E,000000,FFFFFF,,,,,,,,USA,,New Jersey,6_4_2,
com.flashforceapp.devilsaway,NA Pro Hockey,50,New Jersey,Away,0.99,FFFFFF,000000,E03A3E,,,,,,,,,,,6_4_2,
com.flashforceapp.lightningdefault,NA Pro Hockey,51,Tampa Bay,Home,0.99,013E7D,FFFFFF,,,,,,,,,USA,Tampa Bay,Florida,6_4,
com.flashforceapp.lightningaway,NA Pro Hockey,51,Tampa Bay,Away,0.99,FFFFFF,013E7D,,,,,,,,,,,,6_4,
com.flashforceapp.lightningalt1,NA Pro Hockey,51,Tampa Bay,Black Alternate,0.99,010159,000000,C0C0C0,FFFFFF,,,,,,,,,,6_4_2_2,
com.flashforceapp.kingsdefault,NA Pro Hockey,52,Los Angeles,Home,0.99,000000,AFB7BA,FFFFFF,,,,,,,,USA,Los Angeles,California,6_4_2,
com.flashforceapp.kingsaway,NA Pro Hockey,52,Los Angeles,Away,0.99,FFFFFF,000000,AFB7BA,,,,,,,,,,,6_4_2,
com.flashforceapp.flamesdefault,NA Pro Hockey,53,Calgary,Home,0.99,E03A3E,000000,FFC758,FFFFFF,,,,,,,Canada,Calgary,Alberta,6_4_2_2,
com.flashforceapp.flamesaway,NA Pro Hockey,53,Calgary,Away,0.99,FFFFFF,E03A3E,FFC758,000000,,,,,,,,,,6_4_2_2_2,
com.flashforceapp.blackhawksdefault,NA Pro Hockey,54,Chicago,Home,0.99,E3263A,000000,FFFFFF,,,,,,,,USA,Chicago,Illinois,6_4_2,
